##########################################################################
# Name List for Pirate Waves
#
# Written by ScepraX
##########################################################################

PRW1 = {
	selectable = { always = no }
	randomized = no

	trigger = {
		is_country_type = pirate_waves_country
	}

	ship_names = {
		generic = {
			"Salty Sand Refuge" "Enclave of Scallywags" "Rapier Haven" "Refuge of Full Moon" "Plunder Bay" "Enclave of Blood Moon" "Unnamed Cavern" "Enclave of Crimson" "Gunpowder Retreat" "Refuge of Low Tide" 
			"Low Tide Anchorage" "Cay of Dead Men" "Salty Sand Cavern" "Haven of Silver" "Death Curse Lagoon" "Cay of Maroon" "Freebooter Refuge" "Lagoon of Murder" "Sea Monster Atoll" "Refuge of Sharks" 
			"Rum Reef" "Cove of Jolly Roger" "Broken Tooth Cave" "Bay of Danger" "Cross Enclave" "Haven of Auras" "Big Horn Lagoon" "Cave of Unknown" "Dagger Tooth Refuge" "Cay of Destruction" 
			"Corsair Lagoon" "Cove of Killer Whales" "Rumrunner Reef" "Anchorage of Unnamed" "Nemo Reef" "Refuge of Barnacles" "Corsair Cay" "Anchorage of Seaweed" "Execution Atoll" "Cave of Red Water" 
			"Corsair Retreat" "Bay of Destruction" "Covert Cay" "Enclave of Dead Whales" "Swashbuckler Sanctuary" "Island of Marauders" "Gunpowder Enclave" "Anchorage of Unnamed" "Swashbuckler Bay" "Cove of Crimson" 
			"Death Curse Sanctuary" "Cay of Seaweed" "Anchor Reef" "Atoll of Sunken Fleet" "Shipwreck Island" "Atoll of Sunken Ships" "Crimson Lagoon" "Cave of Storms" "Dead Kraken Atoll" "Cave of Plunder" 
			"Grog Anchorage" "Island of Black Water" "Dead Men Enclave" "Refuge of Timber" "Lost Treasure Port" "Refuge of Gunpowder" "Dead Men Atoll" "Island of Shipwrecks" "No Tale Refuge" "Lagoon of Booty" 
			"Scourge Island" "Reef of Peril" "Blackbeard's Atoll" "Bay of Buccaneers" "Macaw Anchorage" "Refuge of Death Curse" "Killer Whale Hideout" "Cavern of Death Curse" "Parley Retreat" "Isle of Gold" 
			"Red Water Cove" "Cay of Booty" "Swashbuckler Isle" "Island of Barnacles" "Debris Haven" "Sanctuary of Skulls" "Sunken Reef" "Atoll of Debris" "Kraken Cave" "Cove of Cries" 
			"Scallywag Isle" "Isle of Gold" "Sunken Reef Cay" "Refuge of Shark Fin" "Big Horn Anchorage" "Reef of Last Words" "Gunpowder Anchorage" "Retreat of Privateers" "Mystery Enclave" "Bay of Mystery" 
			"Salty Sand Cove" "Sanctuary of Death" "Big Horn Lagoon" "Port of No Tales" "Shark Fin Cave" "Lagoon of Dead Whales" "Blackbeard's Bay" "Bay of Killer Whales" "Shiver Bay" "Haven of Hornswaggle" 
			"Tempest Atoll" "Anchorage of Death" "Kraken Anchorage" "Island of Scuttle" "Trophy Isle" "Anchorage of Old Salt" "Nemo Enclave" "Bay of Blood Moon" "Black Water Atoll" "Cavern of Crimson" 
			"Dagger Tooth Haven" "Reef of Sanguine" "Maroon Bay" "Refuge of Landlubbers" "Demon Isle" "Hideout of Sunken Fleet" "Macaw Reef" "Anchorage of Corsairs" "Shiver Cave" "Enclave of Maroon" 
			"Blackbeard's Bay" "Cavern of Death Curse" "Crow's Nest Enclave" "Bay of Rapiers" "Debris Isle" "Retreat of No Tales" "Old Salt Haven" "Sanctuary of Shipwrecks" "Gold Anchorage" "Hideout of Silver" 
			"Plunder Cay" "Reef of Low Tide" "Shiver Sanctuary" "Cay of Skeletons" "Killer Whale Bay" "Isle of Marauders" "Occult Isle" "Port of Blackbeard" "Blimey Hideout" "Anchorage of Cries" 
			"Blood Port" "Sanctuary of Blackbeard" "Red Sand Retreat" "Bay of Marauders" "Dagger Tooth Sanctuary" "Haven of Hazard" "Hempen Halter Port" "Anchorage of Crosses" "Skeleton Anchorage" "Island of Demons" 
			"Execution Cave" "Port of Marauders" "Shark Retreat" "Cave of Shipwrecks" "Black Water Lagoon" "Port of Seadogs" "Seaweed Port" "Retreat of Sharks" "Buried Refuge" "Atoll of Moon" 
			"Peril Haven" "Reef of Monkeys" "Sunken Island" "Cavern of Scallywags" "Shipwreck Reef" "Retreat of Devil" "Sanguine Port" "Enclave of Unknown" "Stormy Cave" "Haven of Davy Jones'" 
			"Salty Sand Enclave" "Anchorage of Death" "Occult Bay" "Isle of Plunder" "Anchor Anchorage" "Island of Unnamed" "Unnamed Cave" "Cavern of Nemo" "Swashbuckler Enclave" "Cavern of Dubloons" 
			"Low Tide Hideout" "Reef of Mermaids" "Barnacle Isle" "Bay of Black Water" "Killer Whale Hideout" "Isle of Scuttle" "Scuttlebutt Atoll" "Bay of Corsairs" "Gibbit Hideout" "Lagoon of Shivers" 
			"Gunpowder Refuge" "Cove of Black Water" "Scuttlebutt Sanctuary" "Anchorage of Crow's Nests" "Black Water Anchorage" "Isle of Scourge" "Timber Isle" "Island of Auras" "Killer Whale Island" "Refuge of Shipwrecks" 
			"Parrot Reef" "Atoll of Full Moon" "Blimey Reef" "Atoll of Devil" "Blood Anchorage" "Anchorage of Rum" "Peril Cove" "Retreat of Shipwrecks" "Wreckage Cave" "Bay of Shivers" 
			"Skull Cavern" "Retreat of Mutiny" "Dry Rum Refuge" "Island of Hornswaggle" "Demon Cove" "Enclave of Shark Fin" "Big Horn Island" "Retreat of Turtles" "Maroon Anchorage" "Cove of Black Water" 
			"Scuttle Atoll" "Isle of Moon" "Jagged Reef Island" "Atoll of Last Words" "Seaweed Lagoon" "Port of Grog" "Cutlass Island" "Isle of Black Sand" "Black Water Retreat" "Isle of No Tales" 
			"Macaw Reef" "Haven of Blood" "Hazard Cavern" "Haven of Keelhaul" "Rumrunner Island" "Isle of Buccaneers" "Blackbeard's Cay" "Bay of Grog" "No Tale Island" "Enclave of Black Sand" 
			"Crimson Cavern" "Sanctuary of Plunder" "No Tale Atoll" "Cove of Killer Whales" "Dagger Tooth Haven" "Refuge of Blood Moon" "Monsoon Cay" "Retreat of Black Sand" "Covert Reef" "Reef of Scourge" 
			"Mystery Retreat" "Retreat of Auras" "Booty Bay" "Cave of Blood Moon" "Scurvy Cay" "Island of Corsairs" "Unnamed Hideout" "Sanctuary of Hornswaggle" "Scallywag Cavern" "Cavern of Gunpowder" 
			"Black Sand Cay" "Sanctuary of Monkeys" "Red Water Anchorage" "Haven of Mermaids" "Corsair Isle" "Atoll of Wreckages" "Bloodmoon Cave" "Isle of Nemo" "Dead Kraken Isle" "Enclave of Corsairs" 
			"Wreckage Port" "Reef of Voices" "Skeleton Anchorage" "Enclave of Scuttlebutt" "Sanguine Cavern" "Bay of Black Spot" "Shiver Atoll" "Haven of Freebooters" "Debris Reef" "Refuge of Low Tide" 
			"Danger Cave" "Haven of Cyclone" "Trophy Haven" "Bay of Demons" "Scuttlebutt Cove" "Enclave of No Tales" "Rapier Isle" "Cove of Crimson" "Quartermaster Island" "Cavern of Storms" 
			"Wreckage Cave" "Lagoon of Privateers" "Golden Tooth Anchorage" "Bay of Shark Fin" "Cutlass Cay" "Atoll of Tempest" "Scurvy Sanctuary" "Island of Skeletons" "Kraken Port" "Retreat of Crosses" 
			"Stormy Hideout" "Cave of Sharks" "Black Spot Bay" "Sanctuary of Buccaneers" "Barnacle Retreat" "Cavern of Shivers" "Hempen Halter Cave" "Island of Murder" "Nemo Cay" "Sanctuary of Broken Teeth" 
			"Danger Cavern" "Cavern of Voices" "Skull Lagoon" "Enclave of Last Words" "Thunder Atoll" "Island of Silver" "Hazard Port" "Cavern of Sunken Fleet" "Devil's Retreat" "Refuge of Dry Rum" 
			"Bloodmoon Cave" "Isle of Shipwrecks" "Parley Port" "Anchorage of Salty Sands" "Freebooter Isle" "Bay of Dead Whales" "No Tale Retreat" "Reef of Seadogs" "Dubloon Port" "Cay of Timber" 
			"Mystery Reef" "Enclave of Anchors" "Rapier Anchorage" "Enclave of Mermaids" "Occult Hideout" "Cave of Unknown" "Death Curse Atoll" "Atoll of Corsairs" "Privateer Lagoon" "Cove of Keelhaul" 
			"Sanguine Refuge" "Atoll of Shivers" "Skull Isle" "Cove of Low Tide" "Buccaneer's Port" "Isle of Dead Men" "Hempen Halter Cave" "Anchorage of Sanguine" "Quartermaster Cave" "Bay of Mystery" 
			"Last Words Cavern" "Anchorage of Peril" "Last Words Port" "Cave of Red Sand" "Dubloon Bay" "Cave of Tempest" "Rapier Hideout" "Cave of Freebooters" "Debris Enclave" "Cave of Full Moon" 
			"Anchor Reef" "Atoll of Executions" "Barnacle Port" "Refuge of Privateers" "Keelhaul Sanctuary" "Lagoon of Mystery" "Full Moon Atoll" "Enclave of Privateers" "Blackbeard's Reef" "Haven of Quartermasters" 
			"Dagger Tooth Enclave" "Cavern of Unknown" "Death Curse Enclave" "Retreat of Sunken Ships" "Freebooter Refuge" "Sanctuary of Freebooters" "Scallywag Bay" "Atoll of Seadogs" "Booty Bay" "Reef of Sunken Ships" 
			"Dead Men Anchorage" "Refuge of Gold" "Booty Anchorage" "Reef of Storms" "Dagger Tooth Retreat" "Enclave of Monsoon" "Rumrunner Isle" "Haven of Cyclone" "Last Words Port" "Atoll of Old Salt" 
			"Parrot Cove" "Atoll of Sharks" "Monsoon Retreat" "Bay of Barnacles" "Corsair Lagoon" "Atoll of Auras" "Jolly Roger Haven" "Cay of Parrots" "Dead Men Reef" "Port of Macaws" 
			"Scuttle Isle" "Atoll of Sunken Ships" "Jolly Roger Lagoon" "Cove of Thunder" "Dead Man's Haven" "Cove of Storms" "Low Tide Anchorage" "Island of Hornswaggle" "Landlubber Port" "Port of Seadogs" 
			"Hempen Halter Anchorage" "Cave of Privateers" "Cross Enclave" "Cave of Landlubbers" "No Tale Lagoon" "Enclave of Anchors" "Barnacle Cave" "Reef of Monsoon" "Monsoon Cay" "Cave of Rum" 
			"Killer Whale Retreat" "Refuge of Occult" "Davy Jones' Bay" "Cave of Demons" "Execution Retreat" "Refuge of Booty" "Anchor Cay" "Refuge of Whispers" "Cutlass Lagoon" "Cave of Death" 
			"Salty Sand Lagoon" "Cavern of Shipwrecks" "Dagger Tooth Isle" "Cove of Red Sand" "Seaweed Atoll" "Lagoon of Occult" "Lost Treasure Sanctuary" "Sanctuary of Monsters" "Mermaid Reef" "Island of Low Tide" 
			"Landlubber Bay" "Enclave of Rumrunners" "Gunpowder Haven" "Cavern of Skulls" "Last Words Refuge" "Hideout of Barnacles" "Nemo Cove" "Enclave of Blood" "Debris Cavern" "Cove of Dead Men" 
			"Stormy Sanctuary" "Refuge of Scuttlebutt" "Black Water Enclave" "Anchorage of Crocodiles" "Gold Retreat" "Isle of Grog" "Old Salt Cave" "Cove of Demons" "Scurvy Lagoon" "Sanctuary of Voices" 
			"Big Horn Isle" "Atoll of Mystery" "Red Sand Anchorage" "Cavern of Cyclone" "Full Moon Port" "Reef of Skeletons" "Seaweed Enclave" "Hideout of No Return" "Dagger Tooth Cave" "Enclave of Macaws" 
			"Grog Refuge" "Cavern of Swashbucklers" "Booty Retreat" "Port of Crocodiles" "Gold Cove" "Enclave of Cries" "Ahoy Enclave" "Retreat of Anchors" "Dry Rum Cavern" "Bay of Debris" 
			"Ahoy Sanctuary" "Cove of Debris" "Gold Anchorage" "Lagoon of Timber" "Skeleton Refuge" "Cavern of Buccaneers" "Blackbeard's Cove" "Reef of Dubloons" "Anchor Haven" "Cave of Scuttlebutt" 
			"Dubloon Cove" "Anchorage of Demons" "Unnamed Reef" "Bay of Seaweed" "Red Sand Retreat" "Refuge of Marauders" "Cross Haven" "Reef of Blood" "Big Horn Cavern" "Isle of Full Moon" 
			"Gibbit Refuge" "Haven of Landlubbers" "Black Spot Cove" "Atoll of Seaweed" "Silver Island" "Retreat of Demons" "Seaweed Port" "Isle of Whispers" "Keelhaul Isle" "Haven of Mermaids" 
			"Lost Treasure Retreat" "Cove of Macaws" "Crocodile Haven" "Bay of Scuttle" "Parrot Refuge" "Enclave of Keelhaul" "Broken Tooth Port" "Cave of Salty Sands" "Monkey Refuge" "Anchorage of Red Sand" 
			"Privateer Lagoon" "Haven of Tempest" "Crow's Nest Isle" "Cavern of Gunpowder" "Rum Atoll" "Cavern of Death" "Blackbeard's Reef" "Anchorage of Blood Moon" "Silver Retreat" "Reef of Black Sand" 
			"Blackbeard's Isle" "Cave of Booty" "Seaweed Atoll" "Enclave of Death Curse" "Hazard Sanctuary" "Sanctuary of Death Curse" "Dead Man's Enclave" "Enclave of Wreckages" "Dry Rum Isle" "Cavern of Plunder" 
			"Parley Port" "Island of Last Words" "Blood Isle" "Cay of Crow's Nests" "Maroon Hideout" "Sanctuary of High Tide" "Privateer Isle" "Cave of Executions" "Barnacle Haven" "Reef of Tortoise" 
			"Parley Cove" "Island of Rum" "Wreckage Atoll" "Reef of Moon" "Shiver Atoll" "Anchorage of Blackbeard" "Occult Enclave" "Cay of Debris" "Marauder Hideout" "Haven of Red Water" 
			"Seadog Cavern" "Lagoon of Debris" "Blood Hideout" "Cavern of Danger" "Buccaneer's Isle" "Cavern of Shivers" "No Tale Enclave" "Bloodmoon Lagoon" "Cavern of Shivers" 
			"Bloodmoon Cove" "Atoll of Crosses" "Hazard Lagoon" "Hideout of Parley" "Jolly Roger Port" "Atoll of Monsoon" "Mystery Cavern" "Lagoon of Hazard" "Dagger Tooth Sanctuary" "Cavern of Plunder" 
			"Grog Cove" "Sanctuary of Salty Sands" "Scuttlebutt Anchorage" "Cay of Parrots" "Sea Monster Sanctuary" "Haven of Debris" "Ahoy Atoll" "Cavern of Rapiers" "Timber Island" "Bay of Hazard" 
			"Mystery Cave" "Enclave of Plunder" "Old Salt Cave" "Lagoon of Death" "Black Water Lagoon" "Cave of Death Curse" "Scuttlebutt Cavern" "Sanctuary of Crow's Nests" "Silver Hideout" "Port of Unnamed" 
			"Barnacle Cavern" "Port of Dead Whales" "Grog Island" "Sanctuary of Grog" "Privateer Refuge" "Retreat of Parley" "Parley Cove" "Cay of Scurvy" "Silver Reef" "Cove of Voices" 
		}
	}

	fleet_names = {
		random_names = {
			"Blood Armada" "Dread Fleet" "Flotilla of Death" "Skull Armada" "Fleet of Doom" "Raider Flotilla" "Raiding Force"
			"Pirate Squadron" "Dark Flotilla" "War Party" "Pirate Armada" "Pirate Flotilla" "Raiding Strike Force" "Blood Host"
			"Hunting Squadron" "Hunting Pack" "Scourge of Stars" "Black Flotilla" "Crimson Flotilla" "Stellar Marauders"
			
			"Guardian Attack Force" "Deluge Squadron" "Prodigy Force" "Obisidian Corps" "Daemon Military" "Sinner Division" "Valor Space Corps" "Eos Armada" "Patriarch Armada" "Cerberus Star Forces" "Star Alliance Armada" 
			"Plague Navy" "Terror Space Force" "Separatist Space Navy" "August Space Navy" "Grand Space Corps" "Paladin Corps" "Limbo Space Service" "Revenant Military" "Anarchist Space Force" "Star Vanguard" 
			"Climax Space Corps" "Climax Space Service" "Titan Force" "Triumph Squadron" "Miracle Squadron" "Stalker Space Navy" "Prophecy Armada" "Radical Flotilla" "Moira Star Forces" "Assassination Star Forces" 
			"Hurricane Space Service" "Fire Defense Force" "Revolution Squadron" "Nether Defense Force" "Purity Military" "Ghost Squadron" "Matriarch Vanguard" "Patriarch Attack Force" "Hunter Space Service" "Revenant Space Navy" 
			"Sanguine Flotilla" "Diabolical Star Forces" "Doom Vanguard" "Patriarch Division" "Mythic Defense Force" "Bastion Defense Force" "Horde Division" "Aurora Space Service" "Ballistics Space Navy" "Sacred Space Service" 
			"Execution Corps" "Mythic Division" "Shade Force" "Neo Star Forces" "Enigma Squadron" "Sacred Force" "Champion Division" "Federation Star Forces" "Genie Attack Force" "Obliteration Star Forces" 
			"Federation Corps" "Republic Navy" "Purgatory Fleet" "Sacred Vanguard" "Babylon Division" "Havoc Space Navy" "Obisidian Space Navy" "Sinner Division" "Storm Space Navy" "Devil Space Corps" 
			"Howler Fleet" "Fusillade Space Corps" "Warden Force" "Mythic Division" "Shepherd Star Division" "Grand Division" "Elimination Military" "Eradication Space Force" "Execution Attack Force" "Wreckage Space Corps" 
			"Sanguine Vanguard" "Crucifix Fleet" "Sentinel Division" "Curator Force" "Star Alliance Vanguard" "Anarchist Attack Force" "Dawn Navy" "Bulwark Space Force" "Sacred Space Force" "Hunter Star Division" 
			"Exalted Space Service" "Union Force" "Archangel Armada" "Ebon Flotilla" "Bulldozer Flotilla" "Huntress Armada" "Unity Attack Force" "Shade Force" "Shadow Defense Force" "Hurricane Fleet" 
			"Confederation Attack Force" "Terror Space Navy" "Annihilation Flotilla" "Execution Military" "Overlord Attack Force" "Phoenix Attack Force" "Guerrilla Space Force" "Federation Division" "Ravage Space Service" "Celestial Space Force" 
			"Hollow Flotilla" "Star League Navy" "Republic Space Corps" "Torment Squadron" "Valor Division" "Prestige Squadron" "Torment Force" "Death Space Service" "Anarchist Navy" "Celestial Flotilla" 
			"Imperial Vanguard" "Revelation Attack Force" "Radical Space Navy" "Crucifixion Vanguard" "Separatist Star Division" "Imperial Fleet" "Raven Vanguard" "Babylon Force" "Crossbone Space Force" "Stealth Armada" 
			"Annihilation Star Division" "Tempest Squadron" "Stealth Division" "Spirit Force" "Blaze Corps" "Bastion Space Force" "Divine Flotilla" "Sentry Vanguard" "Confederacy Space Corps" "Immolation Navy" 
			"Storm Squadron" "Cardinal Navy" "Fire Force" "Hallowed Squadron" "Dimension Space Service" "Fusillade Space Service" "Inferno Vanguard" "Sacred Vanguard" "Oracle Fleet" "Crimson Force" 
			"Titan Navy" "Shade Fleet" "Anarchist Force" "Guardian Space Force" "Honor Star Forces" "Sinner Navy" "Crimson Space Service" "Curator Space Service" "Sentry Star Forces" "Royal Military" 
			"Scourge Defense Force" "Separatist Space Force" "Rogue Space Force" "Carnage Military" "Primal Star Forces" "August Vanguard" "Star League Navy" "Crucifix Fleet" "Hurricane Vanguard" "Extermination Space Corps" 
			"Huntress Vanguard" "Rebel Military" "Execution Vanguard" "Horde Force" "Hallowed Space Force" "Revolution Corps" "Ruthless Corps" "August Fleet" "Ballistics Space Corps" "Revelation Squadron" 
			"Pinnacle Defense Force" "Sentinel Corps" "Titan Star Forces" "Fury Space Navy" "Star Shield Navy" "Shadow Space Force" "Valor Attack Force" "Dawn Space Corps" "Revenant Squadron" "Nova Space Navy" 
			"Inferno Space Force" "Hallowed Military" "Eos Corps" "Supreme Star Forces" "August Star Division" "Raven Armada" "Judge Squadron" "Stealth Fleet" "Matriarch Space Service" "Prestige Space Corps" 
			"Purity Squadron" "Execution Space Corps" "Eradication Space Corps" "Annihilation Navy" "Cardinal Attack Force" "Renegade Armada" "Justice Space Navy" "Star Squadron" "Elimination Star Division" "Demon Defense Force" 
			"Carnage Space Force" "Terror Fleet" "Extinction Flotilla" "Ballistics Force" "Havoc Squadron" "Raven Space Navy" "Imperial Armada" "Venom Star Division" "Scourge Star Division" "Crimson Military" 
			"Shadow Space Corps" "Coalition Squadron" "Vanquisher Military" "Legend Space Service" "Star Shield Force" "Overlord Defense Force" "Primal Division" "Celestial Star Forces" "Overlord Navy" "Demon Force" 
			"Nova Star Forces" "Wraith Flotilla" "Neo Star Division" "Cardinal Force" "Death Star Division" "Crimson Space Force" "Nova Division" "Cataclysm Space Service" "Rogue Fleet" "Oracle Space Force" 
			"Guardian Military" "Howler Attack Force" "Legend Defense Force" "Divine Space Service" "Specter Armada" "Havoc Space Force" "Revelation Space Corps" "Elimination Space Corps" "Miracle Attack Force" "Star League Space Navy" 
			"Moira Space Corps" "Custodian Space Force" "Concord Squadron" "Banshee Space Service" "Hell Flotilla" "Mayhem Corps" "Valor Force" "Infernal Division" "Annihilation Space Force" "Overseer Defense Force" 
			"Shadow Division" "Annihilation Defense Force" "Citadel Navy" "Syndicate Force" "Sentinel Military" "Mythic Navy" "Lightning Defense Force" "Buster Space Service" "Hunter Navy" "Prophecy Space Force" 
			"Myriad Force" "Daemon Attack Force" "Separatist Armada" "Guerrilla Space Force" "Mayhem Flotilla" "Valor Space Navy" "Limbo Flotilla" "Divine Force" "Revolution Star Forces" "Revenant Division" 
			"Stealth Armada" "Raven Space Force" "Myriad Squadron" "Guerrilla Space Service" "Infernal Vanguard" "Justice Squadron" "Hell Division" "Exile Attack Force" "Anarchist Space Service" "Horror Navy" 
			"Confederacy Armada" "Angel Space Corps" "Martyr Fleet" "Horror Attack Force" "Federation Division" "Confederation Space Navy" "Legend Space Force" "Revelation Star Forces" "Star Alliance Division" "Confederation Navy" 
			"Specter Space Corps" "Exalted Military" "Climax Defense Force" "Assassination Navy" "Tempest Navy" "Carnage Vanguard" "Syndicate Defense Force" "Stalker Space Navy" "Royal Space Corps" "Bastion Military" 
			"Terror Defense Force" "Eos Attack Force" "Void Squadron" "Shade Armada" "Ebon Space Corps" "Carnage Division" "Prophecy Star Forces" "Aurora Star Division" "Aurora Military" "Genie Force" 
			"Carnage Space Corps" "Mayhem Defense Force" "Supernova Attack Force" "Prime Star Forces" "Velvet Division" "Judgment Squadron" "Separatist Armada" "Extermination Military" "Fury Vanguard" "Celestial Fleet" 
			"Expansion Defense Force" "Diabolical Squadron" "Guardian Force" "Cataclysm Attack Force" "Unity Space Service" "Babylon Star Division" "Wreckage Attack Force" "Pinnacle Fleet" "Archangel Corps" "Ethereal Division" 
			"Sinister Armada" "Lightning Defense Force" "Horde Space Corps" "Wreckage Vanguard" "Thunder Military" "Venom Star Forces" "Storm Star Division" "Confederacy Division" "Purgatory Armada" "Titan Defense Force" 
			"Legend Defense Force" "Overlord Force" "Infinity Navy" "Overlord Force" "Revelation Armada" "Howler Fleet" "Serpent Star Division" "Abyss Corps" "Death Fleet" "Bane Space Service" 
			"Prophecy Force" "Huntress Defense Force" "Curator Division" "Star Shield Space Corps" "Sinner Force" "Chaos Star Division" "Fusillade Star Forces" "Ruthless Star Division" "Archangel Space Force" "Frenzy Force" 
			"Judgment Division" "Neo Attack Force" "Myriad Armada" "Fusillade Force" "Prestige Navy" "Blaze Military" "Bulwark Military" "Republic Navy" "Carnage Defense Force" "Scourge Armada" 
			"Havoc Star Forces" "Royal Defense Force" "Ruthless Squadron" "Nether Division" "Enigma Fleet" "Terminal Division" "Overlord Defense Force" "Immolation Defense Force" "Star Treaty Squadron" "Nova Defense Force" 
			"Onyx Vanguard" "Diabolical Vanguard" "Storm Space Force" "Matriarch Division" "Buster Space Navy" "Limbo Space Force" "Fusillade Space Corps" "Lightyear Navy" "Justice Navy" "Terminal Attack Force" 
			"Demolition Fleet" "Daemon Star Forces" "Separatist Defense Force" "Myriad Defense Force" "Honor Attack Force" "Miracle Fleet" "Purgatory Armada" "Eternal Defense Force" "Warden Space Navy" "Frenzy Attack Force" 
			"Pinnacle Attack Force" "Eradication Vanguard" "Star Treaty Navy" "Viper Division" "Treasure Star Division" "Sentinel Vanguard" "Assassination Navy" "Abyss Attack Force" "Execution Division" "Climax Space Service" 
			"Viper Armada" "Devil Attack Force" "Forsaken Squadron" "Ethereal Squadron" "Crucifixion Corps" "Destiny Vanguard" "Inferno Division" "Prophecy Vanguard" "Primal Navy" "Revelation Military" 
			"Confederation Force" "Purity Flotilla" "Warden Military" "Prime Attack Force" "Ethereal Star Forces" "Martyr Star Division" "Fire Space Navy" "Serpent Space Navy" "Carnage Defense Force" "Prophecy Fleet" 
			"Stealth Defense Force" "Colonial Space Force" "Ruthless Fleet" "Serpent Squadron" "Stealth Force" "Shadow Attack Force" "Infinity Flotilla" "Abyss Division" "Storm Star Division" "Prodigy Space Service" 
			"Purgatory Space Service" "Elimination Squadron" "Insurgent Armada" "Destiny Flotilla" "Syndicate Space Force" "Destiny Flotilla" "Huntress Division" "Justice Navy" "Aurora Space Corps" "Diabolical Division" 
			"Curator Fleet" "Prophecy Navy" "Imperial Defense Force" "Chaos Flotilla" "Infernal Attack Force" "Prodigy Star Division" "Enigma Corps" "Deluge Squadron" "Infernal Division" "Ballistics Space Force" 
			"Fire Defense Force" "Republic Corps" "Unity Corps" "August Star Forces" "Coalition Division" "Grand Corps" "Lightyear Space Navy" "Assassination Armada" "Prodigy Space Service" "Warden Defense Force" 
			"Fury Vanguard" "Lightyear Armada" "Storm Space Navy" "Hallowed Squadron" "Phantom Squadron" "Eradication Star Forces" "Sinner Armada" "Star Space Navy" "Vanquisher Squadron" "Divine Space Navy" 
			"Sentinel Space Navy" "Abyss Squadron" "Warden Division" "Forsaken Defense Force" "Prodigy Flotilla" "Sentinel Space Corps" "Cardinal Navy" "Ruthless Space Navy" "Bane Armada" "Crimson Star Division" 
			"Dimension Division" "Supreme Fleet" "Serpent Vanguard" "Execution Force" "Nether Force" "Wreckage Squadron" "Alliance Defense Force" "Purgatory Star Division" "Shade Flotilla" "Revolution Space Force" 
			"Plague Attack Force" "Raven Armada" "Limbo Navy" "Divine Flotilla" "Bastion Space Service" "Eradication Armada" "Revolution Space Navy" "Torment Military" "Prodigy Squadron" "Ghost Space Force" 
			"Obisidian Space Corps" "Revolution Vanguard" "Ghost Division" "Havoc Force" "Angel Force" "Judge Military" "Divine Armada" "Union Star Forces" "Prestige Space Force" "Custodian Space Force" 
			"Federation Space Navy" "Elimination Division" "Extinction Flotilla" "Zion Force" "Dread Navy" "Plague Squadron" "Extermination Space Corps" "Cataclysm Force" "Patriarch Military" "Forsaken Attack Force" 
			"Infinity Vanguard" "Banshee Flotilla" "Mythic Space Navy" "Expedition Force" "Forsaken Star Forces" "Immolation Military" "Innovation Space Force" "Immolation Armada" "Syndicate Attack Force" "Fire Attack Force" 
			"Prophecy Squadron" "Legion Fleet" "Wraith Military" "Hallowed Attack Force" "Fusillade Space Force" "Star Squadron" "Horde Space Navy" "Spirit Fleet" "Valliance Corps" "Cobra Fleet" 
			"Stealth Flotilla" "Matriarch Space Corps" "Overseer Star Forces" "Inferno Space Corps" "Revelation Space Corps" "Defiance Navy" "Scourge Force" "Defiance Division" "Purity Space Service" "Treasure Space Navy" 
			"Syndicate Space Navy" "Extermination Space Service" "Daemon Division" "Shade Fleet" "Ruthless Defense Force" "Stealth Force" "Cerberus Space Navy" "Mayhem Defense Force" "Bombardment Attack Force" "Grand Space Force" 
			"Phantom Space Force" "Chaos Vanguard" "Sundry Flotilla" "Babylon Space Corps" "Justice Vanguard" "Champion Space Service" "Paladin Space Navy" "Heresy Space Force" "Terror Star Division" "Stealth Fleet" 
			"Banshee Star Division" "Velvet Corps" "Star League Corps" "Crimson Space Force" "Bombardment Military" "Revelation Space Corps" "Ravage Space Corps" "Bastion Division" "Neo Fleet" "Plague Space Navy" 
			"Specter Space Force" "Guerrilla Navy" "Pinnacle Star Division" "Angel Vanguard" "Prophecy Squadron" "Union Military" "Howler Attack Force" "Havoc Space Force" "Justice Flotilla" "Legion Fleet" 
			"Enigma Force" "Astral Navy" "Cataclysm Flotilla" "Sinister Division" "Sacred Space Service" "Justice Squadron" "Limbo Armada" "Wraith Military" "Expansion Star Forces" "Sinister Division" 
			"Neo Space Corps" "Fusillade Squadron" "Sinister Space Navy" "Wreckage Attack Force" "Expedition Attack Force" "Infernal Navy" "Expedition Flotilla" "Daemon Corps" "August Defense Force" "Venom Corps" 
			"Eos Vanguard" "Horror Attack Force" "Eos Vanguard" "Cobra Squadron" "Obisidian Fleet" "Storm Corps" "Thunder Fleet" "Oracle Armada" "Imperial Star Division" "Cerberus Corps" 
			"Sentry Star Forces" "Wraith Vanguard" "Crossbone Force" "Champion Force" "Guerrilla Armada" "Crucifixion Defense Force" "Paladin Star Division" "Frenzy Flotilla" "Judgment Attack Force" "Supernova Space Navy" 
			"Unity Armada" "Innovation Military" "Abyss Attack Force" "Union Space Navy" "Frenzy Star Forces" "Citadel Attack Force" "Banshee Space Corps" "Lightning Vanguard" "Nether Flotilla" "Angel Military" 
			"Concord Attack Force" "Supernova Space Corps" "Abyss Fleet" "Destiny Space Navy" "Diabolical Star Forces" "Matriarch Space Service" "Angel Attack Force" "Babylon Space Corps" "Crucifix Space Navy" "Divine Space Corps" 
